timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,engine_rpm,oil_pressure_psi,battery_voltage_v,tire_pressure_fl_psi,tire_pressure_fr_psi,tire_pressure_rl_psi,tire_pressure_rr_psi,speed_status,temp_status,psi_status,rpm_status,oil_status,battery_status,speed_trend,temp_trend,psi_trend,overall_health,health_status,emergency,contradictions,tire_speed_risk,temp_correlation_penalty,alerts
1779688232.992,81.8,89.1,31.8,1525.0,44.9,13.78,32.3,31.7,31.8,32.1,optimal,optimal,optimal,optimal,optimal,optimal,—,—,—,99.5,✅ EXCELLENT,False,NONE,3.7,0.4,NONE
1779688233.992,77.0,90.4,32.2,1499.0,45.2,13.77,32.2,32.4,31.8,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.5,✅ EXCELLENT,False,NONE,3.1,0.0,NONE
1779688234.994,79.9,89.6,32.2,1498.0,45.6,13.82,32.3,31.7,31.9,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.5,✅ EXCELLENT,False,NONE,3.2,0.1,NONE
1779688235.994,77.4,91.2,32.2,1468.0,44.1,13.76,31.7,31.6,32.0,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.5,✅ EXCELLENT,False,NONE,3.1,0.0,NONE
1779688236.995,82.6,91.0,31.7,1542.0,44.2,13.8,32.3,31.8,32.2,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.5,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1779688237.996,81.0,91.3,31.6,1462.0,44.1,13.8,32.4,32.3,32.1,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.5,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1779688238.997,81.8,89.6,32.2,1496.0,45.9,13.81,31.7,31.8,31.6,32.1,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.5,✅ EXCELLENT,False,NONE,3.3,0.1,NONE
1779688239.999,78.7,90.3,32.3,1505.0,45.8,13.82,32.0,31.9,31.6,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.5,✅ EXCELLENT,False,NONE,3.0,0.0,NONE
1779688240.999,80.3,89.3,31.7,1455.0,45.0,13.76,31.6,32.2,32.0,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.5,✅ EXCELLENT,False,NONE,3.8,0.2,NONE
1779688241.999,77.5,91.0,31.8,1456.0,45.4,13.84,32.2,31.8,32.4,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.5,✅ EXCELLENT,False,NONE,3.5,0.0,NONE
