timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,engine_rpm,oil_pressure_psi,battery_voltage_v,tire_pressure_fl_psi,tire_pressure_fr_psi,tire_pressure_rl_psi,tire_pressure_rr_psi,speed_status,temp_status,psi_status,rpm_status,oil_status,battery_status,speed_trend,temp_trend,psi_trend,overall_health,health_status,emergency,contradictions,tire_speed_risk,temp_correlation_penalty,alerts
1780032220.18,77.2,89.5,32.3,1475.0,45.6,13.82,32.2,32.2,32.3,32.4,optimal,optimal,optimal,optimal,optimal,optimal,—,—,—,99.9,✅ EXCELLENT,False,NONE,3.0,0.1,NONE
1780032221.181,79.8,89.4,32.2,1535.0,44.7,13.83,31.9,32.1,31.6,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.2,0.2,NONE
1780032222.182,79.1,90.7,32.1,1469.0,45.4,13.78,31.6,32.4,32.3,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.3,0.0,NONE
1780032223.182,77.9,89.3,32.0,1453.0,45.0,13.76,32.2,31.7,32.2,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.3,0.2,NONE
1780032224.182,78.0,88.9,32.0,1512.0,45.6,13.85,32.3,32.1,32.3,32.4,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.3,0.6,NONE
1780032225.182,81.9,89.5,31.8,1481.0,44.7,13.83,32.2,31.9,31.8,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.7,0.1,NONE
1780032226.183,79.1,88.6,31.8,1479.0,45.6,13.79,32.3,31.6,32.1,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.6,1.0,NONE
1780032227.183,79.7,90.4,32.0,1543.0,44.4,13.76,32.0,32.3,31.9,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.4,0.0,NONE
1780032228.183,82.5,91.2,32.2,1458.0,45.3,13.82,31.9,32.1,31.7,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.3,0.0,NONE
1780032229.183,78.8,90.9,31.6,1483.0,45.3,13.78,31.9,32.2,32.1,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,↓ decreasing,99.9,✅ EXCELLENT,False,NONE,3.8,0.0,💨 PRESSURE_LEAK: Tire pressure dropping
1780032230.9,80.5,89.9,32.1,1519.0,45.9,13.79,32.3,32.2,32.1,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.3,0.0,NONE
1780032231.901,81.6,88.8,31.8,1466.0,44.9,13.77,32.0,32.2,31.8,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.7,0.7,NONE
1780032232.902,82.2,88.9,32.0,1476.0,45.6,13.79,32.2,32.1,32.4,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.5,0.6,NONE
1780032233.902,82.1,89.2,32.1,1490.0,45.5,13.82,31.6,31.9,31.8,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.4,0.3,NONE
1780032234.903,83.0,88.7,31.6,1484.0,45.6,13.83,32.3,31.8,31.7,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,↓ decreasing,99.9,✅ EXCELLENT,False,NONE,4.0,0.8,💨 PRESSURE_LEAK: Tire pressure dropping
1780032235.904,78.4,90.2,31.8,1543.0,44.1,13.78,32.1,31.9,31.7,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.6,0.0,NONE
1780032236.905,77.1,91.3,31.9,1460.0,44.8,13.8,31.8,31.8,31.9,32.1,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.4,0.0,NONE
1780032237.905,82.9,91.2,32.2,1471.0,45.1,13.8,32.2,31.8,32.0,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.3,0.0,NONE
1780032238.906,81.2,90.1,32.3,1473.0,44.3,13.76,32.3,31.8,31.9,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.1,0.0,NONE
1780032239.907,80.1,89.4,31.8,1501.0,44.4,13.75,31.9,31.7,32.3,32.4,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.7,0.2,NONE
1780032241.209,77.2,90.0,31.8,1545.0,45.8,13.83,31.9,32.1,32.1,31.8,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.5,0.0,NONE
1780032242.21,81.6,91.2,31.7,1473.0,44.3,13.75,31.9,31.7,32.3,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.8,0.0,NONE
1780032243.21,81.7,89.9,31.9,1526.0,45.1,13.8,32.1,32.3,31.7,32.3,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.6,0.0,NONE
1780032244.212,82.8,90.2,31.9,1483.0,46.0,13.78,32.1,31.7,32.0,31.7,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780032245.212,79.1,89.3,32.3,1540.0,45.9,13.82,32.0,32.2,32.2,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.1,0.2,NONE
1780032246.213,81.3,88.8,32.3,1493.0,44.4,13.79,31.7,32.2,32.3,31.7,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.1,0.7,NONE
1780032247.213,77.1,90.2,32.1,1499.0,44.1,13.79,32.1,31.9,32.0,32.1,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.2,0.0,NONE
1780032248.214,80.2,91.0,31.6,1479.0,44.6,13.79,31.6,32.1,32.4,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780032249.215,82.0,90.5,32.1,1508.0,45.8,13.76,32.2,32.2,32.4,31.6,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.4,0.0,NONE
1780032250.215,78.3,88.8,31.8,1489.0,44.8,13.75,31.6,31.7,31.9,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.6,0.7,NONE
1780032251.703,77.6,89.1,32.3,1461.0,45.0,13.83,31.7,31.8,31.7,32.0,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.0,0.4,NONE
1780032252.705,78.0,90.3,32.0,1505.0,44.1,13.78,31.9,31.7,32.1,31.8,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.3,0.0,NONE
1780032253.706,80.9,90.0,32.2,1515.0,45.9,13.84,32.2,31.7,31.8,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.2,0.0,NONE
1780032254.706,80.6,90.7,32.2,1469.0,44.2,13.82,31.8,32.0,32.3,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.2,0.0,NONE
1780032255.707,77.9,88.7,32.3,1505.0,45.6,13.83,32.0,31.9,32.0,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.0,0.8,NONE
1780032256.709,81.5,89.0,31.8,1505.0,44.7,13.81,32.0,32.2,32.0,31.8,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.7,0.5,NONE
1780032257.71,81.0,89.5,31.6,1470.0,45.7,13.8,31.9,32.1,32.2,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.9,0.1,NONE
1780032258.711,81.6,89.5,32.0,1488.0,45.1,13.85,31.7,32.0,31.6,32.2,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.5,0.1,NONE
1780032259.711,82.7,91.0,32.0,1457.0,44.2,13.76,32.0,31.9,32.0,31.9,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.5,0.0,NONE
1780032260.711,82.5,89.1,31.8,1457.0,44.2,13.77,31.8,31.8,31.7,31.6,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.8,0.4,NONE
1780032262.03,77.7,88.7,32.2,1521.0,44.1,13.8,32.0,32.1,32.2,32.2,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.1,0.8,NONE
1780032263.03,82.6,88.8,32.1,1499.0,45.6,13.76,32.3,31.8,31.8,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.4,0.7,NONE
1780032264.03,80.5,88.7,31.9,1500.0,45.7,13.82,32.0,32.0,31.7,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.6,0.8,NONE
1780032265.03,81.1,90.4,32.1,1461.0,45.2,13.77,31.9,32.2,32.4,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.4,0.0,NONE
1780032266.031,80.4,89.6,31.7,1453.0,44.3,13.83,31.8,31.8,31.9,31.8,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.8,0.1,NONE
1780032267.031,77.3,91.2,31.7,1487.0,45.4,13.83,31.8,32.0,31.7,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.6,0.0,NONE
1780032268.031,82.4,89.0,32.3,1507.0,45.8,13.82,32.4,31.8,32.0,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.2,0.5,NONE
1780032269.032,82.7,90.8,31.7,1547.0,44.2,13.81,32.1,31.6,31.9,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780032270.033,77.7,89.7,31.9,1490.0,44.5,13.83,32.4,32.2,32.2,31.6,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.4,0.0,NONE
1780032271.033,82.2,91.0,32.0,1484.0,44.4,13.85,32.1,31.7,32.2,32.2,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.5,0.0,NONE
1780032272.516,77.5,89.6,32.1,1519.0,44.9,13.81,32.2,32.0,31.8,32.1,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.2,0.1,NONE
1780032273.517,78.1,89.3,32.3,1547.0,44.5,13.75,32.3,32.4,32.0,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.0,0.2,NONE
1780032274.517,81.0,90.5,31.8,1473.0,44.2,13.76,31.8,31.6,32.1,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780032275.371,80.8,91.0,31.8,1540.0,46.0,13.84,31.6,32.0,31.9,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780032275.524,81.6,89.7,31.6,1475.0,44.9,13.78,31.7,32.4,31.9,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,99.9,✅ EXCELLENT,False,NONE,4.0,0.0,NONE
1780032276.524,80.7,88.6,31.6,1496.0,45.5,13.76,32.3,32.1,31.8,31.8,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.9,1.0,NONE
1780032277.525,77.4,88.8,32.1,1451.0,45.1,13.76,32.4,32.4,32.2,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.2,0.7,NONE
1780032278.526,77.4,90.8,31.8,1522.0,45.6,13.8,31.8,32.1,32.2,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.5,0.0,NONE
1780032279.527,78.2,89.9,32.3,1497.0,45.2,13.77,32.0,32.0,32.4,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.9,✅ EXCELLENT,False,NONE,3.0,0.0,NONE
