timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,engine_rpm,oil_pressure_psi,battery_voltage_v,tire_pressure_fl_psi,tire_pressure_fr_psi,tire_pressure_rl_psi,tire_pressure_rr_psi,speed_status,temp_status,psi_status,rpm_status,oil_status,battery_status,speed_trend,temp_trend,psi_trend,overall_health,health_status,emergency,contradictions,tire_speed_risk,temp_correlation_penalty,alerts
1780203166.219,77.0,90.6,32.0,1468.0,44.0,13.78,32.4,31.6,32.1,32.0,optimal,optimal,optimal,optimal,optimal,optimal,—,—,—,100.0,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780203167.219,78.1,89.4,32.1,1524.0,45.0,13.82,31.6,32.4,31.6,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.8,0.2,NONE
1780203168.22,78.3,89.5,31.7,1452.0,44.9,13.79,32.0,31.6,32.1,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.8,0.1,NONE
1780203169.22,78.1,90.1,32.2,1521.0,45.3,13.83,31.9,32.4,32.1,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.5,0.0,NONE
1780203170.222,81.5,89.5,31.9,1469.0,44.9,13.81,31.9,31.8,32.3,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,0.1,NONE
1780203171.222,80.2,88.5,31.9,1516.0,44.6,13.81,32.3,32.0,32.3,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.9,1.1,NONE
1780203172.224,77.3,89.8,32.2,1513.0,45.5,13.82,32.1,31.7,32.2,32.2,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.6,0.0,NONE
1780203173.224,82.8,89.7,32.1,1456.0,45.1,13.84,32.3,31.8,31.7,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780203174.224,79.0,89.4,31.8,1521.0,44.5,13.82,32.3,32.4,32.3,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.6,0.2,NONE
1780203175.226,77.6,91.3,32.0,1474.0,45.8,13.84,32.0,32.0,31.6,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.8,0.0,NONE
1780203176.226,79.3,89.8,32.1,1530.0,44.5,13.76,31.6,31.8,31.6,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780203177.227,78.7,89.2,31.8,1490.0,45.4,13.84,32.0,32.1,32.0,32.4,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.6,0.3,NONE
1780203178.227,79.5,89.8,31.8,1521.0,45.2,13.85,31.7,32.0,32.2,31.8,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780203179.228,77.8,90.3,31.7,1476.0,45.6,13.81,32.1,31.9,32.0,32.4,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780203180.228,78.6,89.5,32.2,1541.0,45.7,13.77,31.7,31.7,31.8,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,0.1,NONE
1780203181.229,78.7,90.3,32.4,1519.0,45.1,13.76,32.1,31.6,32.3,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.8,0.0,NONE
1780203182.231,81.7,89.3,31.7,1504.0,45.0,13.76,32.2,32.4,32.2,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.9,0.2,NONE
1780203183.231,80.3,90.8,31.6,1469.0,45.7,13.78,32.0,31.9,32.4,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780203184.232,80.8,90.6,32.1,1525.0,45.5,13.76,31.8,32.0,31.9,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.8,0.0,NONE
1780203185.232,81.2,90.3,32.1,1455.0,45.3,13.79,31.6,32.0,32.1,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780203186.234,79.3,90.7,31.9,1481.0,45.5,13.75,31.9,31.7,32.3,31.8,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780203187.236,80.3,88.6,32.0,1477.0,45.3,13.8,31.7,31.9,32.4,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.8,1.0,NONE
1780203188.237,79.3,88.9,31.7,1468.0,45.9,13.84,32.4,32.1,31.9,32.2,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,0.6,NONE
1780203189.238,81.7,91.0,31.7,1503.0,44.8,13.81,31.6,32.1,32.0,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,4.0,0.0,NONE
1780203190.238,78.5,88.9,32.0,1487.0,44.7,13.81,31.8,31.8,31.6,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.8,0.6,NONE
1780203191.238,80.0,88.5,31.8,1546.0,44.8,13.76,32.3,32.3,32.1,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,1.1,NONE
1780203192.238,78.1,91.1,32.2,1535.0,44.6,13.84,32.1,31.9,32.1,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.5,0.0,NONE
1780203193.238,82.8,91.4,32.2,1502.0,44.5,13.79,31.7,32.3,31.9,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780203194.24,81.5,90.8,32.0,1541.0,45.6,13.82,32.3,31.9,31.7,31.8,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.8,0.0,NONE
1780203195.241,77.7,91.3,32.3,1545.0,44.3,13.84,31.7,32.2,32.4,32.2,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780203196.242,80.2,88.5,32.2,1475.0,44.9,13.81,31.8,32.2,32.3,31.9,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.7,1.1,NONE
