timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,engine_rpm,oil_pressure_psi,battery_voltage_v,tire_pressure_fl_psi,tire_pressure_fr_psi,tire_pressure_rl_psi,tire_pressure_rr_psi,speed_status,temp_status,psi_status,rpm_status,oil_status,battery_status,speed_trend,temp_trend,psi_trend,overall_health,health_status,emergency,contradictions,tire_speed_risk,temp_correlation_penalty,alerts
1779698028.979,82.4,91.4,32.4,1466.0,45.2,13.79,31.7,32.4,31.8,31.7,optimal,optimal,optimal,optimal,optimal,optimal,—,—,—,100.0,✅ EXCELLENT,False,NONE,3.1,0.0,NONE
1779698029.979,79.9,90.2,32.3,1496.0,44.2,13.78,32.1,32.1,32.1,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.1,0.0,NONE
1779698030.98,80.0,88.6,31.9,1479.0,45.4,13.75,32.0,32.2,31.7,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.5,1.0,NONE
1779698031.981,78.0,88.8,32.2,1485.0,45.6,13.76,32.3,31.9,31.9,32.4,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.1,0.7,NONE
1779698032.981,79.5,89.9,32.0,1457.0,45.0,13.82,31.8,31.8,31.9,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.4,0.0,NONE
1779698033.983,78.6,89.3,31.6,1491.0,44.8,13.81,31.9,32.3,32.3,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,↓ decreasing,100.0,✅ EXCELLENT,False,NONE,3.8,0.2,NONE
1779698034.984,83.0,89.1,31.6,1504.0,44.8,13.76,31.6,32.0,31.8,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,↓ decreasing,100.0,✅ EXCELLENT,False,NONE,4.0,0.4,NONE
1779698035.985,79.6,91.1,31.7,1467.0,44.8,13.83,32.4,32.4,32.0,31.8,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,↓ decreasing,100.0,✅ EXCELLENT,False,NONE,3.8,0.0,NONE
1779698036.986,79.8,91.3,32.0,1479.0,45.5,13.84,32.3,32.2,32.3,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.4,0.0,NONE
1779698037.988,81.4,88.9,31.7,1532.0,44.4,13.75,32.1,31.8,32.2,32.3,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,↓ decreasing,100.0,✅ EXCELLENT,False,NONE,3.8,0.6,💨 PRESSURE_LEAK: Tire pressure dropping
1779698038.989,82.7,89.6,32.0,1502.0,45.7,13.75,31.7,32.3,32.3,32.4,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.5,0.1,NONE
1779698039.99,78.9,90.9,31.9,1464.0,44.9,13.78,32.0,32.0,31.6,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,100.0,✅ EXCELLENT,False,NONE,3.5,0.0,NONE
1779698040.991,78.2,89.1,31.7,1493.0,44.9,13.79,31.9,32.0,32.1,31.7,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,↓ decreasing,100.0,✅ EXCELLENT,False,NONE,3.7,0.4,💨 PRESSURE_LEAK: Tire pressure dropping
1779698041.991,80.6,88.9,32.3,1512.0,45.8,13.79,31.8,31.9,32.0,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.1,0.6,NONE
1779698042.993,83.0,90.2,32.1,1454.0,45.0,13.84,31.9,32.3,32.3,32.2,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,100.0,✅ EXCELLENT,False,NONE,3.4,0.0,NONE
1779698043.995,81.4,88.5,31.8,1527.0,44.2,13.76,32.0,32.1,32.1,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↓ decreasing,↓ decreasing,100.0,✅ EXCELLENT,False,NONE,3.7,1.1,💨 PRESSURE_LEAK: Tire pressure dropping
