timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,engine_rpm,oil_pressure_psi,battery_voltage_v,tire_pressure_fl_psi,tire_pressure_fr_psi,tire_pressure_rl_psi,tire_pressure_rr_psi,speed_status,temp_status,psi_status,rpm_status,oil_status,battery_status,speed_trend,temp_trend,psi_trend,overall_health,health_status,emergency,contradictions,tire_speed_risk,temp_correlation_penalty,alerts
1780322021.574,78.9,88.9,31.6,1513.0,45.3,13.77,31.9,32.0,32.0,32.0,optimal,optimal,optimal,optimal,optimal,optimal,—,—,—,99.3,✅ EXCELLENT,False,NONE,3.8,0.6,NONE
1780322022.575,80.7,89.2,32.2,1502.0,44.3,13.8,31.7,32.4,32.1,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,↑ increasing,99.3,✅ EXCELLENT,False,NONE,3.8,0.3,NONE
1780322023.576,77.3,88.9,31.8,1493.0,44.9,13.79,32.1,32.2,31.7,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,3.6,0.6,NONE
1780322024.577,82.4,90.8,32.4,1512.0,45.6,13.82,31.9,31.7,32.1,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,↑ increasing,99.3,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780322025.577,78.8,88.9,32.0,1538.0,44.9,13.85,32.4,31.8,31.6,32.1,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,3.8,0.6,NONE
1780322026.577,82.0,91.3,32.2,1543.0,45.2,13.83,32.3,32.1,32.2,31.9,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,↑ increasing,99.3,✅ EXCELLENT,False,NONE,3.6,0.0,NONE
1780322027.579,79.6,89.6,32.0,1496.0,45.5,13.78,32.2,31.9,32.4,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.3,✅ EXCELLENT,False,NONE,3.5,0.1,NONE
1780322028.579,82.8,91.4,31.9,1467.0,45.3,13.75,31.6,31.8,31.7,31.8,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.3,✅ EXCELLENT,False,NONE,4.0,0.0,NONE
1780322029.58,78.9,88.5,31.9,1548.0,45.9,13.75,31.8,32.0,32.3,32.1,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,3.6,1.1,NONE
1780322030.582,81.3,89.7,31.8,1516.0,44.4,13.84,32.0,31.9,32.2,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.3,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780322031.583,81.9,89.4,32.0,1544.0,45.6,13.8,32.0,32.1,31.8,31.6,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,4.0,0.2,NONE
1780322032.583,78.5,90.0,32.3,1518.0,45.7,13.78,32.2,31.9,32.2,31.7,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,↑ increasing,↑ increasing,99.3,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780322033.584,79.0,91.2,31.8,1472.0,45.7,13.79,32.4,31.7,31.6,31.9,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,99.3,✅ EXCELLENT,False,NONE,3.8,0.0,📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1780322034.584,82.9,89.2,31.7,1497.0,45.6,13.82,32.1,32.4,32.0,32.0,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,3.9,0.3,NONE
1780322035.585,79.1,89.6,31.7,1502.0,44.2,13.8,31.8,32.3,32.0,32.0,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,99.3,✅ EXCELLENT,False,NONE,3.7,0.1,NONE
1780322036.586,78.9,89.4,32.1,1477.0,44.7,13.85,31.7,32.0,31.7,31.9,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,3.7,0.2,NONE
1780322037.586,77.9,90.8,32.2,1504.0,44.6,13.78,31.7,31.7,32.3,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,↑ increasing,↑ increasing,99.3,✅ EXCELLENT,False,NONE,3.7,0.0,NONE
1780322038.587,81.2,89.9,32.1,1531.0,44.7,13.84,32.3,31.8,31.7,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,99.3,✅ EXCELLENT,False,NONE,3.8,0.0,NONE
1780322039.587,78.9,90.3,32.0,1469.0,45.4,13.84,31.8,31.6,32.2,32.2,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,99.3,✅ EXCELLENT,False,NONE,3.8,0.0,NONE
1780322040.589,81.7,89.4,31.8,1507.0,45.6,13.83,31.8,31.7,32.0,31.8,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,3.9,0.2,NONE
1780322041.59,82.1,91.5,31.9,1490.0,44.4,13.77,31.7,32.2,32.0,32.1,optimal,optimal,optimal,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,3.9,0.0,NONE
1780322042.592,82.0,89.1,32.3,1536.0,45.4,13.77,32.1,31.6,32.0,32.1,optimal,optimal,optimal,optimal,optimal,optimal,→ stable,→ stable,→ stable,99.3,✅ EXCELLENT,False,NONE,4.0,0.4,NONE
