timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,speed_status,temp_status,psi_status,speed_trend,temp_trend,psi_trend,overall_health,alerts
1779629064.308,78.9,90.3,32.3,optimal,optimal,optimal,—,—,—,EXCELLENT,NONE
1779629065.308,79.1,89.4,31.8,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,EXCELLENT,NONE
1779629066.308,80.3,90.0,32.0,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779629067.309,80.1,90.5,32.2,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779629068.309,77.5,91.0,32.1,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,NONE
1779629069.309,79.4,90.1,31.6,optimal,optimal,optimal,→ stable,→ stable,↓ decreasing,EXCELLENT,NONE
1779629070.309,77.8,91.0,32.3,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,EXCELLENT,NONE
1779629071.311,77.4,90.5,32.2,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779629072.312,78.9,90.0,31.9,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779629073.313,80.3,89.3,31.9,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,EXCELLENT,NONE
1779629074.313,78.2,90.8,31.8,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779629075.313,77.5,90.4,31.8,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779629076.314,78.2,89.7,31.6,optimal,optimal,optimal,↓ decreasing,↓ decreasing,↓ decreasing,EXCELLENT,💨 PRESSURE_LEAK: Tire pressure dropping
1779629077.314,81.5,90.0,31.7,optimal,optimal,optimal,↑ increasing,→ stable,↓ decreasing,EXCELLENT,💨 PRESSURE_LEAK: Tire pressure dropping
1779629078.314,80.1,88.6,32.1,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,EXCELLENT,NONE
1779629079.315,80.3,91.1,31.6,optimal,optimal,optimal,↑ increasing,↑ increasing,↓ decreasing,EXCELLENT,💨 PRESSURE_LEAK: Tire pressure dropping
1779629080.317,78.9,91.1,32.2,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,EXCELLENT,NONE
1779629081.318,79.4,90.0,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779629082.319,78.3,89.9,32.0,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,EXCELLENT,NONE
1779629083.32,80.9,91.4,31.6,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779629084.32,79.6,89.3,32.3,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779629085.322,81.9,90.9,32.0,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779629086.323,77.5,91.3,32.4,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779629087.323,78.3,91.2,32.2,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779629088.325,81.8,91.3,32.1,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,NONE
1779629089.325,78.9,91.1,32.2,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,EXCELLENT,NONE
1779629090.326,82.2,89.5,32.1,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
1779629091.327,77.9,89.1,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,EXCELLENT,NONE
1779629092.328,80.8,90.4,32.3,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,EXCELLENT,NONE
