timestamp,speed_kmh,engine_temp_c,tire_pressure_psi,speed_status,temp_status,psi_status,speed_trend,temp_trend,psi_trend,overall_health,health_status,emergency,contradictions,tire_speed_risk,temp_correlation_penalty,alerts
1779677021.015,80.3,89.4,31.9,optimal,optimal,optimal,—,—,—,96.4,✅ EXCELLENT,False,NONE,3.6,0,NONE
1779677022.015,79.7,89.3,31.6,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.9,0,NONE
1779677023.015,78.7,88.6,32.4,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,96.4,✅ EXCELLENT,False,NONE,2.9,0,NONE
1779677024.016,82.6,90.7,31.8,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779677025.017,78.0,89.7,32.1,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779677026.018,78.8,89.0,32.2,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779677027.019,82.8,88.8,32.2,optimal,optimal,optimal,↑ increasing,↓ decreasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779677028.021,81.1,90.8,31.7,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779677029.02,80.0,89.6,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779677030.02,79.2,88.8,31.8,optimal,optimal,optimal,↓ decreasing,↓ decreasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.6,0,NONE
1779677031.021,82.4,89.0,31.6,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,4.0,0,NONE
1779677032.021,77.8,90.1,32.2,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.1,0,NONE
1779677033.022,77.5,90.4,31.7,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.7,0,NONE
1779677034.023,78.5,91.2,32.2,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.1,0,NONE
1779677035.024,80.1,88.8,32.1,optimal,optimal,optimal,→ stable,↓ decreasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779677036.025,78.1,89.2,31.6,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779677037.026,81.3,88.9,32.2,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779677038.027,80.5,90.0,31.6,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.9,0,NONE
1779677039.028,80.6,91.5,32.1,optimal,optimal,optimal,→ stable,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.3,0,📈 RAPID_TEMP_RISE: Engine temperature rising quickly
1779677040.028,79.1,89.5,32.0,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.4,0,NONE
1779677041.029,77.8,90.9,31.9,optimal,optimal,optimal,↓ decreasing,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.4,0,NONE
1779677042.03,80.2,89.1,31.7,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779677043.03,78.1,88.7,32.4,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,2.9,0,NONE
1779677044.03,80.9,90.2,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.5,0,NONE
1779677045.031,80.5,91.3,32.1,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779677046.032,77.6,90.1,32.1,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779677047.033,81.1,88.7,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.8,0,NONE
1779677048.034,77.6,88.9,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779677049.034,77.2,89.3,31.7,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.6,0,NONE
1779677050.034,79.6,90.7,32.3,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.1,0,NONE
1779677051.035,78.9,88.5,32.0,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.4,0,NONE
1779677052.035,77.6,89.2,31.9,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.4,0,NONE
1779677053.036,80.2,90.9,31.8,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.7,0,NONE
1779677054.037,78.0,90.8,32.4,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,2.9,0,NONE
1779677055.037,81.1,91.4,31.8,optimal,optimal,optimal,↓ decreasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.7,0,NONE
1779677056.038,82.7,90.5,32.3,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779677057.039,80.6,88.7,32.2,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.2,0,NONE
1779677058.04,82.5,89.4,31.7,optimal,optimal,optimal,→ stable,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.9,0,NONE
1779677059.04,78.6,89.7,32.1,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779677060.041,80.6,90.5,32.1,optimal,optimal,optimal,↑ increasing,→ stable,→ stable,96.4,✅ EXCELLENT,False,NONE,3.3,0,NONE
1779677061.042,81.2,90.8,31.8,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.7,0,NONE
1779677062.042,78.9,90.4,32.3,optimal,optimal,optimal,↑ increasing,↑ increasing,→ stable,96.4,✅ EXCELLENT,False,NONE,3.0,0,NONE
